Via;Numero Civico;Citt…;Provincia;Paese;Id(Field utile solo al fine dell'ordinamento) ;Quartiere;Longitudine(X);Latitudine(Y);StAddr;CAP;Anno Accertamento;Mese Accertamento;Giorno Accertamento;Numero Verbali;Descrizione Sanzione;Descrizione Paragrafo;Descrizione Capitolo;Descrizione Prontuario
Piazzale Torino Grande;0;Torino;TO;Italia;4009;Santa Rita;7.654438703;45.04205789;Piazzale Grande Torino;10134;2017;10;11;1;ARTT. 28 C. 3 ? 29 C. 1 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Piazzale Valdo Fusi;0;Torino;TO;Italia;1458;Centro;7.687151277;45.06377046;Piazzale Valdo Fusi;10123;2017;4;2;1;ART. 10 C. 3 REQUISITI ACUSTICI INTRATT. DANZANTI TUTELA AMBIENTE?L. 447/95;REQUISITI ACUSTICI INTRATT. DANZANTI;DPCM 215 DEL 16/04/1999;TUTELA AMBIENTE?L. 447/95
Piazzale Valdo Fusi;0;Torino;TO;Italia;1491;Centro;7.687151277;45.06377046;Piazzale Valdo Fusi;10123;2017;4;5;2;ART. 21 PUNTO 2 ACCESSO GIARDINI, PARCHI ED AREE PUBBL. REGOLAMENTO TUTELA E BENESSERE ANIMALI;ACCESSO GIARDINI, PARCHI ED AREE PUBBL.;CANI;REGOLAMENTO TUTELA E BENESSERE ANIMALI
Piazzale Valdo Fusi;0;Torino;TO;Italia;1492;Centro;7.687151277;45.06377046;Piazzale Valdo Fusi;10123;2017;4;5;2;ART. 28 PUNTO 1 DOCUMENTI DA PORTARE AL SEGUITO REGOLAMENTO TUTELA E BENESSERE ANIMALI;DOCUMENTI DA PORTARE AL SEGUITO;CANI;REGOLAMENTO TUTELA E BENESSERE ANIMALI
Piazzetta Reale;0;Torino;TO;Italia;4885;Centro;7.686009058;45.07252237;Piazzetta Reale;10122;2017;12;3;1;ARTT. 28 C. 2?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Piazzetta Reale;1;Torino;TO;Italia;3234;Centro;7.686117267;45.07269249;Piazzetta Reale 1;10122;2017;8;14;1;ART. 252 C. 2 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE
Salita Michelangelo Garove;24;Torino;TO;Italia;4479;San Donato;7.66842353;45.08801263;Salita Michelangelo Garove 24;10144;2017;11;9;1;ARTT. 86 C. 1?17 ART. 86 T.U.L.P.S.;ART. 86;GIOCHI MANUALI;T.U.L.P.S.
Strada Al Traforo Di Pino;0;Torino;TO;Italia;3870;Madonna del Pilone;7.736851124;45.08150856;Strada al Traforo di Pino;10131;2017;10;4;1;ART. 688 C. P. MANIFESTA UBRIACHEZZA ART. DEPENALIZZATO CODICE PENALE;MANIFESTA UBRIACHEZZA ART. DEPENALIZZATO;COMPORTAMENTO IN LUOGO PUBBLICO;CODICE PENALE
Strada Antica Di Collegno;163;Torino;TO;Italia;570;Parella;7.622042606;45.08124197;Strada Antica di Collegno 163;10146;2017;2;8;1;ART. 44 C. 1 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA
Strada Antica Di Collegno;163;Torino;TO;Italia;571;Parella;7.622042606;45.08124197;Strada Antica di Collegno 163;10146;2017;2;8;1;ARTT. 10 C. 8?47 CONTENITORI PER LA RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;CONTENITORI PER LA RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Antica Di Collegno;163;Torino;TO;Italia;3689;Parella;7.622042606;45.08124197;Strada Antica di Collegno 163;10146;2017;9;22;1;ARTT. 9 C. 4?47 CONFERIMENTI REGOLAMENTO GESTIONE RIFIUTI URBANI;CONFERIMENTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Antica Di Collegno;182;Torino;TO;Italia;3132;Parella;7.62076481;45.08169973;Strada Antica di Collegno 182;10146;2017;8;2;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Strada Antica Di Collegno;190;Torino;TO;Italia;4589;Parella;7.620144281;45.08259538;Strada Antica di Collegno 190;10146;2017;11;15;1;ARTT. 32 C. 1?47 VOLANTINAGGIO REGOLAMENTO GESTIONE RIFIUTI URBANI;VOLANTINAGGIO;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Antica Di Collegno;194;Torino;TO;Italia;2183;Parella;7.619486426;45.08205738;Strada Antica di Collegno 194;10146;2017;5;24;1;ART. 69 C. 2 TULPS IN REL ART. 666 C. 2 AUTORIZZAZIONE T.U.L.P.S.;AUTORIZZAZIONE;TRATTENIMENTO ? PUBBLICO SPETTACOLO;T.U.L.P.S.
Strada Bertolla;113;Torino;TO;Italia;1529;Barca;7.74630978;45.10014383;Strada Comunale di Bertolla 113;10156;2017;4;7;1;ART. 15 C. 1 REGOLAMENTO N› 264 REGOLAMENTO SERVIZIO MORTUARIO E CIMITERI;REGOLAMENTO N› 264;DISCIPLINA TRASPORTO FUNEBRE;REGOLAMENTO SERVIZIO MORTUARIO E CIMITERI
Strada Cuorgne';0;Torino;TO;Italia;260;Falchera;7.710348347;45.15972389;Strada CuorgnÇù;10079;2017;1;21;1;ART. 13 C. 2 IN REL ART. 5 C. 1 OMESSA CONSEGNA VEICOLO A CENTRI ABILIT. TUTELA AMBIENTE?D.L.VO 209/03;OMESSA CONSEGNA VEICOLO A CENTRI ABILIT.;VEICOLI A MOTORE E RIMORCHI;TUTELA AMBIENTE?D.L.VO 209/03
Strada Da Bertolla Abbadia Di Stura;16;Torino;TO;Italia;4780;Barca;7.737343088;45.10217013;Strada Comunale da Bertolla all'Abbadia di Stura 16;10156;2017;11;25;1;ART. 13 C. 2 IN REL ART. 5 C. 1 OMESSA CONSEGNA VEICOLO A CENTRI ABILIT. TUTELA AMBIENTE?D.L.VO 209/03;OMESSA CONSEGNA VEICOLO A CENTRI ABILIT.;VEICOLI A MOTORE E RIMORCHI;TUTELA AMBIENTE?D.L.VO 209/03
Strada Dai Ronchi Ai Cunioli Alti;47;Torino;TO;Italia;2227;Cavoretto;7.699847689;45.02559063;Strada Dai Ronchi ai Cunioli Alti 47;10133;2017;5;29;1;ARTT. 34?68 INTERVENTI URGENTI REGOLAMENTO EDILIZIO;INTERVENTI URGENTI;ESECUZIONE DELLE OPERE;REGOLAMENTO EDILIZIO
Strada Dei Tadini;23;Torino;TO;Italia;1114;Borgo Po;7.710939901;45.05053045;Strada dei Tadini 23;10131;2017;3;9;1;ART. 6 BIS OTTEMPERANZA REGOLAMENTO POLIZIA URBANA;OTTEMPERANZA;DISPOSIZIONI GENERALI;REGOLAMENTO POLIZIA URBANA
Strada Del Bellardo;64;Torino;TO;Italia;5199;Madonna del Pilone;7.73291129;45.07372853;Strada del Bellardo 64;10131;2017;12;28;1;ARTT. 10 C. 4?47 CONTENITORI PER LA RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;CONTENITORI PER LA RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Del Bellardo;64;Torino;TO;Italia;5200;Madonna del Pilone;7.73291129;45.07372853;Strada del Bellardo 64;10131;2017;12;28;1;ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Del Bellardo;91;Torino;TO;Italia;5201;Madonna del Pilone;7.733760055;45.07256449;Strada del Bellardo 91;10131;2017;12;28;1;ARTT. 10 C. 4?47 CONTENITORI PER LA RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;CONTENITORI PER LA RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Del Bramafame;41;Torino;TO;Italia;4781;Madonna di Campagna;7.665039;45.11847451;Strada del Bramafame 41;10148;2017;11;25;1;ART. 13 C. 2 IN REL ART. 5 C. 1 OMESSA CONSEGNA VEICOLO A CENTRI ABILIT. TUTELA AMBIENTE?D.L.VO 209/03;OMESSA CONSEGNA VEICOLO A CENTRI ABILIT.;VEICOLI A MOTORE E RIMORCHI;TUTELA AMBIENTE?D.L.VO 209/03
Strada Del Cascinotto;0;Torino;TO;Italia;3556;Barca;7.737918428;45.10582233;Strada del Cascinotto;10156;2017;9;14;2;ART. 7 C. 1 RIPRISTINO NON CONFORME REGOLAMENTO MANOMISSIONE SUOLO PUBBLICO;RIPRISTINO NON CONFORME;LAVORI REGOLARMENTE AUTORIZZATI;REGOLAMENTO MANOMISSIONE SUOLO PUBBLICO
Strada Del Drosso;25;Torino;TO;Italia;2600;Mirafiori Sud;7.621819837;45.01390787;Strada del Drosso 25;10135;2017;6;23;1;ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Del Drosso;25;Torino;TO;Italia;2601;Mirafiori Sud;7.621819837;45.01390787;Strada del Drosso 25;10135;2017;6;23;1;ARTT. 14 C. 3?47 RACCOLTA FRAZIONI CARTACEE REGOLAMENTO GESTIONE RIFIUTI URBANI;RACCOLTA FRAZIONI CARTACEE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Del Drosso;33;Torino;TO;Italia;2602;Mirafiori Sud;7.62096291;45.01411288;Strada del Drosso 33;10135;2017;6;23;1;ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Del Drosso;33;Torino;TO;Italia;2603;Mirafiori Sud;7.62096291;45.01411288;Strada del Drosso 33;10135;2017;6;23;1;ARTT. 14 C. 3?47 RACCOLTA FRAZIONI CARTACEE REGOLAMENTO GESTIONE RIFIUTI URBANI;RACCOLTA FRAZIONI CARTACEE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Del Drosso;184;Torino;TO;Italia;2180;Mirafiori Sud;7.607038705;45.01908945;Strada del Drosso 184;10135;2017;5;24;3;ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Del Drosso;184;Torino;TO;Italia;2181;Mirafiori Sud;7.607038705;45.01908945;Strada del Drosso 184;10135;2017;5;24;3;ARTT. 9 C. 4?47 CONFERIMENTI REGOLAMENTO GESTIONE RIFIUTI URBANI;CONFERIMENTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Del Francese;110;Torino;TO;Italia;328;Villaretto;7.666520302;45.135342;Strada del Francese 110;10156;2017;1;25;1;ARTT. 10 C. 4?47 CONTENITORI PER LA RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;CONTENITORI PER LA RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Del Lauro;14;Torino;TO;Italia;1931;Madonna del Pilone;7.719706666;45.06635372;Strada del Lauro 14;10131;2017;5;8;1;ART. 6 BIS OTTEMPERANZA REGOLAMENTO POLIZIA URBANA;OTTEMPERANZA;DISPOSIZIONI GENERALI;REGOLAMENTO POLIZIA URBANA
Strada Del Meisino;37;Torino;TO;Italia;202;Madonna del Pilone;7.730064372;45.08526228;Strada del Meisino 37;10131;2017;1;18;1;ART. 10 C. 3 CUSTODIA INIDONEA REGOLAMENTO TUTELA E BENESSERE ANIMALI;CUSTODIA INIDONEA;CANI;REGOLAMENTO TUTELA E BENESSERE ANIMALI
Strada Del Ponte Isabella A S.Vito;86;Torino;TO;Italia;4321;Cavoretto;7.690903109;45.04184466;Strada del Ponte Isabella a San Vito 86;10133;2017;10;27;1;ART. 80 DIVIETI DI UTILIZZO IMPROPRIO S.VERDI REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETI DI UTILIZZO IMPROPRIO S.VERDI;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Strada Dell' Aeroporto;9;Torino;TO;Italia;5172;Madonna di Campagna;7.663250049;45.11220423;Strada dell'Aeroporto 9;10148;2017;12;27;1;ARTT. 10 C. 4?47 CONTENITORI PER LA RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;CONTENITORI PER LA RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Dell' Aeroporto;9;Torino;TO;Italia;5173;Madonna di Campagna;7.663250049;45.11220423;Strada dell'Aeroporto 9;10148;2017;12;27;1;ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Dell' Aeroporto;9;Torino;TO;Italia;5174;Madonna di Campagna;7.663250049;45.11220423;Strada dell'Aeroporto 9;10148;2017;12;27;1;ARTT. 9 C. 4?47 CONFERIMENTI REGOLAMENTO GESTIONE RIFIUTI URBANI;CONFERIMENTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Dell' Aeroporto;235;Torino;TO;Italia;2642;Villaretto;7.660417063;45.12347401;Strada dell'Aeroporto 235;10156;2017;6;27;1;ART. 13 C. 2 IN REL ART. 5 C. 1 OMESSA CONSEGNA VEICOLO A CENTRI ABILIT. TUTELA AMBIENTE?D.L.VO 209/03;OMESSA CONSEGNA VEICOLO A CENTRI ABILIT.;VEICOLI A MOTORE E RIMORCHI;TUTELA AMBIENTE?D.L.VO 209/03
Strada Della Pellerina;0;Torino;TO;Italia;3165;Parella;7.621062776;45.08898172;Strada della Pellerina;10151;2017;8;5;2;ART. 80 DIVIETI DI UTILIZZO IMPROPRIO S.VERDI REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETI DI UTILIZZO IMPROPRIO S.VERDI;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Strada Della Pronda;85;Torino;TO;Italia;3491;Pozzo Strada;7.611087482;45.06543109;Strada della Pronda 85;10142;2017;9;9;1;ART. 13 C. 2 IN REL ART. 5 C. 1 OMESSA CONSEGNA VEICOLO A CENTRI ABILIT. TUTELA AMBIENTE?D.L.VO 209/03;OMESSA CONSEGNA VEICOLO A CENTRI ABILIT.;VEICOLI A MOTORE E RIMORCHI;TUTELA AMBIENTE?D.L.VO 209/03
Strada Delle Cacce;40;Torino;TO;Italia;2952;Mirafiori Sud;7.638952039;45.01824568;Strada delle Cacce 40;10135;2017;7;20;1;ARTT. 9 C. 4?47 CONFERIMENTI REGOLAMENTO GESTIONE RIFIUTI URBANI;CONFERIMENTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Delle Cacce;150;Torino;TO;Italia;2113;Mirafiori Sud;7.636495375;45.01137813;Strada delle Cacce 150;10135;2017;5;19;1;ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Delle Ghiacciaie;5;Torino;TO;Italia;4426;San Donato;7.655908277;45.08733708;Strada delle Ghiacciaie 5;10143;2017;11;5;1;ART. 44 C. 3 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA
Strada Delle Ghiacciaie;5;Torino;TO;Italia;4871;San Donato;7.655908277;45.08733708;Strada delle Ghiacciaie 5;10143;2017;12;1;1;ART. 10 C. 2/3 INOSSERVANZA ORDINANZA REGOLAMENTO INQUINAMENTO ACUSTICO;INOSSERVANZA ORDINANZA;INOTTEMPERANZA;REGOLAMENTO INQUINAMENTO ACUSTICO
Strada Delle Ghiacciaie;5;Torino;TO;Italia;4872;San Donato;7.655908277;45.08733708;Strada delle Ghiacciaie 5;10143;2017;12;1;1;ART. 44 C. 3 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA
Strada Delle Ghiacciaie;22;Torino;TO;Italia;1607;San Donato;7.654702893;45.08818912;Strada delle Ghiacciaie 22;10143;2017;4;12;1;ART. 13 C. 2 IN REL ART. 5 C. 1 OMESSA CONSEGNA VEICOLO A CENTRI ABILIT. TUTELA AMBIENTE?D.L.VO 209/03;OMESSA CONSEGNA VEICOLO A CENTRI ABILIT.;VEICOLI A MOTORE E RIMORCHI;TUTELA AMBIENTE?D.L.VO 209/03
Strada Delle Ghiacciaie;58;Torino;TO;Italia;2976;Lucento;7.650374688;45.08904062;Strada delle Ghiacciaie 58;10151;2017;7;22;1;ART. 13 C. 2 IN REL ART. 5 C. 1 OMESSA CONSEGNA VEICOLO A CENTRI ABILIT. TUTELA AMBIENTE?D.L.VO 209/03;OMESSA CONSEGNA VEICOLO A CENTRI ABILIT.;VEICOLI A MOTORE E RIMORCHI;TUTELA AMBIENTE?D.L.VO 209/03
Strada Di Altessano;0;Torino;TO;Italia;271;Madonna di Campagna;7.646280394;45.10982823;Strada Altessano;10151;2017;1;22;1;ARTT. 28 C. 15 E 16 ? 29 C. 2 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;0;Torino;TO;Italia;753;Madonna di Campagna;7.646280394;45.10982823;Strada Altessano;10151;2017;2;17;1;ARTT. 28 C. 15 E 16 ? 29 C. 2 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;0;Torino;TO;Italia;754;Madonna di Campagna;7.646280394;45.10982823;Strada Altessano;10151;2017;2;17;1;ARTT. 28 C. 15 E 16 ? 29 C. 2 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;0;Torino;TO;Italia;1044;Madonna di Campagna;7.646280394;45.10982823;Strada Altessano;10151;2017;3;6;1;ARTT. 28 C. 15/16?29 C. 2 SALVAGUARDIA ZONE ARTISTICHE E STORICHE ATTIVITA' PRODUTTIVE?D.L.vo 114/98;SALVAGUARDIA ZONE ARTISTICHE E STORICHE;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;0;Torino;TO;Italia;1572;Madonna di Campagna;7.646280394;45.10982823;Strada Altessano;10151;2017;4;11;1;ART. 7 C. 1 LETT. A COMPORTAMENTI VIETATI REGOLAMENTO POLIZIA URBANA;COMPORTAMENTI VIETATI;SICUREZZA AMBIENTALE E IGIENE;REGOLAMENTO POLIZIA URBANA
Strada Di Altessano;0;Torino;TO;Italia;1589;Madonna di Campagna;7.646280394;45.10982823;Strada Altessano;10151;2017;4;11;1;ARTT. 28 C. 15/16?29 C. 2 SALVAGUARDIA ZONE ARTISTICHE E STORICHE ATTIVITA' PRODUTTIVE?D.L.vo 114/98;SALVAGUARDIA ZONE ARTISTICHE E STORICHE;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;0;Torino;TO;Italia;1959;Madonna di Campagna;7.646280394;45.10982823;Strada Altessano;10151;2017;5;9;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Strada Di Altessano;0;Torino;TO;Italia;4130;Madonna di Campagna;7.646280394;45.10982823;Strada Altessano;10151;2017;10;18;1;ARTT. 28 C. 2?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;10;Torino;TO;Italia;1185;Lucento;7.648428865;45.10039801;Strada Comunale di Altessano 10;10151;2017;3;14;1;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Strada Di Altessano;40;Torino;TO;Italia;368;Lucento;7.647059613;45.10273045;Strada Comunale di Altessano 40;10151;2017;1;27;1;ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Strada Di Altessano;40;Torino;TO;Italia;1076;Lucento;7.647059613;45.10273045;Strada Comunale di Altessano 40;10151;2017;3;7;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Strada Di Altessano;113;Torino;TO;Italia;2822;Vallette;7.64515764;45.10800028;Strada Comunale di Altessano 113;10151;2017;7;11;1;ARTT. 7 C. 2 ? 5 C. 1 LETT. A L. 584/75 DIVIETO DI FUMARE IN DETERMINATI LOCALI TUTELA AMBIENTE;DIVIETO DI FUMARE IN DETERMINATI LOCALI;SALUTE PUBBLICA;TUTELA AMBIENTE
Strada Di Altessano;118;Torino;TO;Italia;1910;Madonna di Campagna;7.64526833;45.10863741;Strada Comunale di Altessano 118;10151;2017;5;6;2;ARTT. 28 C. 15 E 16 ? 29 C. 2 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;129;Torino;TO;Italia;4274;Vallette;7.645217177;45.10929947;Strada Comunale di Altessano 129;10151;2017;10;25;1;ARTT. 28 C. 15/16?29 C. 2 SALVAGUARDIA ZONE ARTISTICHE E STORICHE ATTIVITA' PRODUTTIVE?D.L.vo 114/98;SALVAGUARDIA ZONE ARTISTICHE E STORICHE;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;129;Torino;TO;Italia;4427;Vallette;7.645217177;45.10929947;Strada Comunale di Altessano 129;10151;2017;11;5;1;ARTT. 28 C. 15 E 16 ? 29 C. 2 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;129;Torino;TO;Italia;4793;Vallette;7.645217177;45.10929947;Strada Comunale di Altessano 129;10151;2017;11;26;1;ARTT. 28 C. 15/16?29 C. 2 SALVAGUARDIA ZONE ARTISTICHE E STORICHE ATTIVITA' PRODUTTIVE?D.L.vo 114/98;SALVAGUARDIA ZONE ARTISTICHE E STORICHE;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;129;Torino;TO;Italia;4794;Vallette;7.645217177;45.10929947;Strada Comunale di Altessano 129;10151;2017;11;26;1;ARTT. 28 C. 2?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;129;Torino;TO;Italia;5147;Vallette;7.645217177;45.10929947;Strada Comunale di Altessano 129;10151;2017;12;23;2;ARTT. 28 C. 15 E 16 ? 29 C. 2 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Strada Di Altessano;130;Torino;TO;Italia;4819;Madonna di Campagna;7.645300204;45.10894337;Strada Comunale di Altessano 130;10151;2017;11;28;2;ARTT. 34?68 INTERVENTI URGENTI REGOLAMENTO EDILIZIO;INTERVENTI URGENTI;ESECUZIONE DELLE OPERE;REGOLAMENTO EDILIZIO
Strada Di Altessano;141;Torino;TO;Italia;755;Vallette;7.645270286;45.11043179;Strada Comunale di Altessano 141;10151;2017;2;17;1;ART. 41 C. 5 VOLATILI ED ANIMALI ACQUATICI REGOLAMENTO TUTELA E BENESSERE ANIMALI;VOLATILI ED ANIMALI ACQUATICI;ALTRE SPECIE ANIMALI;REGOLAMENTO TUTELA E BENESSERE ANIMALI
Strada Di Altessano;141;Torino;TO;Italia;5148;Vallette;7.645270286;45.11043179;Strada Comunale di Altessano 141;10151;2017;12;23;1;ARTT. 11 C. 6?49 OCCUPAZIONE POSTEGGIO REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;OCCUPAZIONE POSTEGGIO;REGOLAMENTAZIONE POSTEGGI;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA
Strada Di Altessano;144;Torino;TO;Italia;1511;Madonna di Campagna;7.645360367;45.11033331;Strada Comunale di Altessano 144;10151;2017;4;6;1;ARTT. 5 C. 3?21 C. 2 ? L.R. 38/06 CORSO DI FORMAZIONE ATTIVITA' PRODUTTIVE ? L.R. 38/2006;CORSO DI FORMAZIONE;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006
Strada Di Fenestrelle;253;Torino;TO;Italia;5202;Madonna del Pilone;7.745792867;45.06106037;Strada di Fenestrelle 253;10131;2017;12;28;1;ARTT. 10 C. 4?47 CONTENITORI PER LA RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;CONTENITORI PER LA RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Strada Di Fenestrelle;253;Torino;TO;Italia;5203;Madonna del Pilone;7.745792867;45.06106037;Strada di Fenestrelle 253;10131;2017;12;28;1;ARTT. 9 C. 4?47 CONFERIMENTI REGOLAMENTO GESTIONE RIFIUTI URBANI;CONFERIMENTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
